Litter type,Block,Plot,Position,Months,Percent Mass remaining
pine,C,3,Buried,24,69.8
pine,C,4,Buried,24,36.32
pine,C,5,Buried,24,23.02
pine,C,6,Buried,24,16.03
pine,C,7,Buried,24,23.34
pine,C,8,Buried,24,36.74
pine,C,9,Buried,24,39.24
pine,C,10,Buried,24,19.04
pine,C,11,Buried,24,30.62
pine,C,12,Buried,24,33.8
,,,,,
,,,,,
pine,A,1,Buried,36,22
pine,A,5,Buried,36,20.2
pine,A,7,Buried,36,20.4
pine,A,9,Buried,36,21.18
pine,A,11,Buried,36,42.73
pine,A,12,Buried,36,25.24
,,,,,
pine,B,1,Buried,36,18.21
pine,B,2,Buried,36,22.98
pine,B,4,Buried,36,13.79
pine,B,5,Buried,36,20.8
pine,B,6,Buried,36,20
pine,B,7,Buried,36,27.3
pine,B,9,Buried,36,40.72
pine,B,10,Buried,36,24.62
pine,B,11,Buried,36,27.06
pine,B,12,Buried,36,36.45
,,,,,
pine,C,2,Buried,36,7.14
pine,C,2,Buried,36,13.14
pine,C,3,Buried,36,18.44
pine,C,4,Buried,36,17.65
pine,C,5,Buried,36,6.77
pine,C,7,Buried,36,29.67
pine,C,10,Buried,36,34.32
pine,C,11,Buried,36,32.87
,,,,,
,,,,,
pine,A,2,Buried,48,21.11
pine,A,4,Buried,48,20.54
pine,A,8,Buried,48,34.28
pine,A,9,Buried,48,25.34
pine,A,12,Buried,48,35.22
,,,,,
pine,B,2,Buried,48,19.39
pine,B,5,Buried,48,16.91
pine,B,8,Buried,48,21.32
pine,B,8,Buried,48,29.57
pine,B,9,Buried,48,18.85
pine,B,10,Buried,48,31.68
pine,B,12,Buried,48,10.81
,,,,,
pine,C,3,Buried,48,10.53
pine,C,4,Buried,48,24.07
pine,C,5,Buried,48,20.51
pine,C,7,Buried,48,26.48
pine,C,9,Buried,48,11.63
pine,C,10,Buried,48,23.5
pine,C,11,Buried,48,26.09
pine,C,12,Buried,48,21.4
,,,,,
pine,A,1,Surface,6,93
pine,A,2,Surface,6,74.46
pine,A,2,Surface,6,94.48
pine,A,3,Surface,6,91.5
pine,A,4,Surface,6,91.61
pine,A,5,Surface,6,91.81
pine,A,6,Surface,6,90.67
pine,A,7,Surface,6,95.94
pine,A,8,Surface,6,95.25
pine,A,9,Surface,6,95.12
pine,A,10,Surface,6,89.13
pine,A,10,Surface,6,94.04
pine,A,11,Surface,6,89.7
,,,,,
pine,B,1,Surface,6,88.07
pine,B,2,Surface,6,89.42
pine,B,3,Surface,6,91.02
pine,B,4,Surface,6,89.37
pine,B,5,Surface,6,87.76
pine,B,6,Surface,6,91.53
pine,B,7,Surface,6,86.39
pine,B,8,Surface,6,95.97
pine,B,10,Surface,6,91.17
pine,B,11,Surface,6,90.43
pine,B,11,Surface,6,91.1
pine,B,12,Surface,6,72.88
,,,,,
pine,C,1,Surface,6,92.75
pine,C,2,Surface,6,93.2
pine,C,3,Surface,6,85.59
pine,C,4,Surface,6,93.37
pine,C,4,Surface,6,94.03
pine,C,4,Surface,6,94.07
pine,C,6,Surface,6,91.29
pine,C,7,Surface,6,88.63
pine,C,8,Surface,6,95.96
pine,C,9,Surface,6,90.92
pine,C,10,Surface,6,85
pine,C,11,Surface,6,94.07
pine,C,12,Surface,6,89.87
,,,,,
,,,,,
pine,A,1,Surface,12,86.55
pine,A,3,Surface,12,83
pine,A,4,Surface,12,74.59
pine,A,5,Surface,12,85.99
pine,A,6,Surface,12,82.63
pine,A,7,Surface,12,84.16
pine,A,8,Surface,12,85.39
pine,A,9,Surface,12,84.52
pine,A,11,Surface,12,82.43
pine,A,12,Surface,12,82.03
pine,A,12,Surface,12,82.43
,,,,,
pine,B,1,Surface,12,80.27
pine,B,3,Surface,12,84.62
pine,B,4,Surface,12,83.14
pine,B,5,Surface,12,85.76
pine,B,7,Surface,12,80.27
pine,B,8,Surface,12,84.69
pine,B,9,Surface,12,84.96
pine,B,10,Surface,12,78.87
pine,B,11,Surface,12,66.79
pine,B,11,Surface,12,83.42
pine,B,12,Surface,12,84.32
,,,,,
pine,C,1,Surface,12,84.54
pine,C,2,Surface,12,77.25
pine,C,2,Surface,12,85.92
pine,C,3,Surface,12,83.06
pine,C,5,Surface,12,82.23
pine,C,5,Surface,12,83.78
pine,C,6,Surface,12,79.14
pine,C,6,Surface,12,84.33
pine,C,7,Surface,12,85.4
pine,C,8,Surface,12,83.99
pine,C,9,Surface,12,85.6
pine,C,10,Surface,12,80.53
pine,C,11,Surface,12,84.32
pine,C,12,Surface,12,82.64
,,,,,
,,,,,
pine,A,1,Surface,18,75.3
pine,A,2,Surface,18,77.48
pine,A,3,Surface,18,68.97
pine,A,4,Surface,18,74.65
pine,A,5,Surface,18,74.93
pine,A,6,Surface,18,77.08
pine,A,7,Surface,18,71.64
pine,A,8,Surface,18,76.06
pine,A,9,Surface,18,71.12
pine,A,10,Surface,18,62.1
pine,A,11,Surface,18,77.3
pine,A,12,Surface,18,67.71
,,,,,
pine,B,1,Surface,18,67.36
pine,B,2,Surface,18,64.49
pine,B,3,Surface,18,71.3
pine,B,4,Surface,18,74.1
pine,B,5,Surface,18,73.56
pine,B,6,Surface,18,64.84
pine,B,7,Surface,18,60.98
pine,B,8,Surface,18,75
pine,B,9,Surface,18,72.73
pine,B,10,Surface,18,73.62
pine,B,11,Surface,18,70.7
pine,B,12,Surface,18,67.59
,,,,,
pine,C,1,Surface,18,75.25
pine,C,2,Surface,18,79.77
pine,C,3,Surface,18,51.25
pine,C,4,Surface,18,80.37
pine,C,5,Surface,18,76.88
pine,C,6,Surface,18,66.82
pine,C,7,Surface,18,71.25
pine,C,8,Surface,18,71.92
pine,C,9,Surface,18,70.6
pine,C,11,Surface,18,74.21
pine,C,12,Surface,18,74.66
,,,,,
,,,,,
pine,A,1,Surface,24,74.82
pine,A,2,Surface,24,80.54
pine,A,3,Surface,24,73.07
pine,A,4,Surface,24,63.91
pine,A,5,Surface,24,66.75
pine,A,6,Surface,24,72.22
pine,A,7,Surface,24,62.75
pine,A,8,Surface,24,67.12
pine,A,9,Surface,24,69.24
pine,A,10,Surface,24,74.72
pine,A,11,Surface,24,70.05
pine,A,12,Surface,24,60.94
,,,,,
pine,B,1,Surface,24,70.86
pine,B,2,Surface,24,73.27
pine,B,3,Surface,24,72.21
pine,B,4,Surface,24,61.82
pine,B,6,Surface,24,62.22
pine,B,7,Surface,24,70.74
pine,B,8,Surface,24,75.86
pine,B,9,Surface,24,69.09
pine,B,10,Surface,24,67.4
pine,B,12,Surface,24,67.87
,,,,,
pine,C,1,Surface,24,63.26
pine,C,2,Surface,24,67.4
pine,C,3,Surface,24,69.66
pine,C,4,Surface,24,62.69
pine,C,5,Surface,24,58.36
pine,C,6,Surface,24,72.6
pine,C,7,Surface,24,62.39
pine,C,8,Surface,24,71.32
pine,C,9,Surface,24,63.66
pine,C,10,Surface,24,52.37
pine,C,11,Surface,24,70.78
pine,C,12,Surface,24,71.16
,,,,,
,,,,,
pine,A,1,Surface,36,60.76
pine,A,3,Surface,36,58.91
pine,A,3,Surface,36,61.05
pine,A,4,Surface,36,48.84
pine,A,5,Surface,36,61.14
pine,A,6,Surface,36,63.05
pine,A,7,Surface,36,65.9
pine,A,8,Surface,36,55.09
pine,A,9,Surface,36,45.49
pine,A,10,Surface,36,65.66
pine,A,11,Surface,36,50.5
pine,A,12,Surface,36,48.77
,,,,,
pine,B,1,Surface,36,66.47
pine,B,2,Surface,36,60.75
pine,B,3,Surface,36,44.76
pine,B,4,Surface,36,63.17
pine,B,5,Surface,36,59.35
pine,B,6,Surface,36,69.14
pine,B,8,Surface,36,54.25
pine,B,9,Surface,36,55.32
pine,B,10,Surface,36,55.93
pine,B,11,Surface,36,67.74
pine,B,12,Surface,36,66.13
,,,,,
pine,C,1,Surface,36,39.93
pine,C,2,Surface,36,64.75
pine,C,3,Surface,36,31.27
pine,C,4,Surface,36,55.26
pine,C,5,Surface,36,66.86
pine,C,7,Surface,36,58.96
pine,C,8,Surface,36,52.85
pine,C,9,Surface,36,58.49
pine,C,10,Surface,36,52.51
pine,C,12,Surface,36,46
,,,,,
,,,,,
pine,A,1,Surface,48,38.13
pine,A,2,Surface,48,26.68
pine,A,3,Surface,48,59.68
pine,A,4,Surface,48,44.19
pine,A,5,Surface,48,44.5
pine,A,6,Surface,48,55.36
pine,A,7,Surface,48,27.36
pine,A,8,Surface,48,60.72
pine,A,9,Surface,48,53.75
pine,A,10,Surface,48,37.63
pine,A,11,Surface,48,57.48
pine,A,12,Surface,48,40.72
,,,,,
pine,B,1,Surface,48,38.76
pine,B,2,Surface,48,54.94
pine,B,3,Surface,48,38.19
pine,B,4,Surface,48,57.32
pine,B,5,Surface,48,53.84
pine,B,7,Surface,48,54.09
pine,B,7,Surface,48,59.07
pine,B,8,Surface,48,41.68
pine,B,9,Surface,48,39.07
pine,B,9,Surface,48,49.85
pine,B,10,Surface,48,56.46
pine,B,12,Surface,48,43.93
,,,,,
pine,C,3,Surface,48,44.4
pine,C,4,Surface,48,42.19
pine,C,5,Surface,48,59.88
pine,C,7,Surface,48,37.76
pine,C,8,Surface,48,41.96
pine,C,9,Surface,48,54.76
pine,C,10,Surface,48,50.29
pine,C,11,Surface,48,54.54
pine,C,12,Surface,48,47
,,,,,
Mixed,A,1,Buried,6,72.71
Mixed,A,2,Buried,6,76.17
Mixed,A,3,Buried,6,67.47
Mixed,A,4,Buried,6,73.96
Mixed,A,6,Buried,6,68.31
Mixed,A,7,Buried,6,64.61
Mixed,A,8,Buried,6,56.08
Mixed,A,9,Buried,6,63.42
Mixed,A,10,Buried,6,64.8
Mixed,A,10,Buried,6,69.84
Mixed,A,11,Buried,6,72.1
,,,,,
Mixed,B,1,Buried,6,57.25
Mixed,B,2,Buried,6,69.46
Mixed,B,3,Buried,6,77.16
Mixed,B,4,Buried,6,71.32
Mixed,B,5,Buried,6,69.48
Mixed,B,6,Buried,6,63.48
Mixed,B,7,Buried,6,61.65
Mixed,B,8,Buried,6,80.51
Mixed,B,10,Buried,6,84.31
Mixed,B,11,Buried,6,71.87
Mixed,B,11,Buried,6,79.42
Mixed,B,12,Buried,6,76.6
,,,,,
Mixed,C,1,Buried,6,66.5
Mixed,C,2,Buried,6,68.87
Mixed,C,3,Buried,6,62.6
Mixed,C,4,Buried,6,73.67
Mixed,C,4,Buried,6,82.04
Mixed,C,6,Buried,6,79.16
Mixed,C,7,Buried,6,74.05
Mixed,C,9,Buried,6,82.89
Mixed,C,10,Buried,6,77.8
Mixed,C,11,Buried,6,73.24
Mixed,C,12,Buried,6,63.22
,,,,,
,,,,,
Mixed,A,1,Buried,12,52.88
Mixed,A,2,Buried,12,47.92
Mixed,A,3,Buried,12,66.48
Mixed,A,4,Buried,12,59.23
Mixed,A,5,Buried,12,48.15
Mixed,A,6,Buried,12,53.81
Mixed,A,7,Buried,12,40.81
Mixed,A,8,Buried,12,52.13
Mixed,A,9,Buried,12,45.15
Mixed,A,11,Buried,12,37.4
Mixed,A,12,Buried,12,51.32
Mixed,A,12,Buried,12,65.56
,,,,,
Mixed,B,1,Buried,12,49.7
Mixed,B,2,Buried,12,52.27
Mixed,B,4,Buried,12,47.2
Mixed,B,5,Buried,12,38.83
Mixed,B,6,Buried,12,54.6
Mixed,B,7,Buried,12,65.72
Mixed,B,8,Buried,12,39.17
Mixed,B,9,Buried,12,57.19
Mixed,B,10,Buried,12,61.25
Mixed,B,11,Buried,12,66.82
Mixed,B,12,Buried,12,57.57
,,,,,
Mixed,C,1,Buried,12,51.66
Mixed,C,2,Buried,12,47.1
Mixed,C,3,Buried,12,35.21
Mixed,C,3,Buried,12,36.97
Mixed,C,5,Buried,12,49.91
Mixed,C,5,Buried,12,56.41
Mixed,C,6,Buried,12,58.34
Mixed,C,7,Buried,12,69.84
Mixed,C,8,Buried,12,67.15
Mixed,C,9,Buried,12,65.85
Mixed,C,10,Buried,12,39.75
Mixed,C,11,Buried,12,66.03
Mixed,C,12,Buried,12,59.28
,,,,,
,,,,,
Mixed,A,1,Buried,18,15.76
Mixed,A,2,Buried,18,30.14
Mixed,A,3,Buried,18,23.18
Mixed,A,5,Buried,18,30.59
Mixed,A,6,Buried,18,17.69
Mixed,A,7,Buried,18,25.25
Mixed,A,8,Buried,18,36.51
Mixed,A,9,Buried,18,24.81
Mixed,A,10,Buried,18,23.82
Mixed,A,11,Buried,18,30.74
Mixed,A,12,Buried,18,22.01
,,,,,
Mixed,B,1,Buried,18,18.46
Mixed,B,2,Buried,18,32.27
Mixed,B,4,Buried,18,18.78
Mixed,B,5,Buried,18,36.97
Mixed,B,6,Buried,18,30.71
Mixed,B,7,Buried,18,12.41
Mixed,B,8,Buried,18,29.89
Mixed,B,9,Buried,18,30.42
Mixed,B,10,Buried,18,28.82
Mixed,B,11,Buried,18,29.31
Mixed,B,12,Buried,18,42.96
,,,,,
Mixed,C,1,Buried,18,30.87
Mixed,C,2,Buried,18,39.71
Mixed,C,3,Buried,18,20.16
Mixed,C,4,Buried,18,24.6
Mixed,C,6,Buried,18,40.63
Mixed,C,7,Buried,18,19.22
Mixed,C,8,Buried,18,43.41
Mixed,C,9,Buried,18,33.84
Mixed,C,10,Buried,18,16.79
Mixed,C,11,Buried,18,20.42
Mixed,C,12,Buried,18,33.38
,,,,,
,,,,,
Mixed,A,1,Buried,24,41.9
Mixed,A,2,Buried,24,24.89
Mixed,A,3,Buried,24,32.2
Mixed,A,4,Buried,24,20.16
Mixed,A,5,Buried,24,35.55
Mixed,A,6,Buried,24,26.91
Mixed,A,7,Buried,24,26.38
Mixed,A,8,Buried,24,36.78
Mixed,A,9,Buried,24,40.28
Mixed,A,10,Buried,24,29.46
Mixed,A,11,Buried,24,38.91
Mixed,A,12,Buried,24,27.26
,,,,,
Mixed,B,1,Buried,24,30.88
Mixed,B,2,Buried,24,9.29
Mixed,B,3,Buried,24,36.48
Mixed,B,4,Buried,24,25.94
Mixed,B,5,Buried,24,24.54
Mixed,B,6,Buried,24,39.71
Mixed,B,7,Buried,24,25.57
Mixed,B,8,Buried,24,30.92
Mixed,B,9,Buried,24,31.77
Mixed,B,10,Buried,24,11.78
Mixed,B,11,Buried,24,24.47
Mixed,B,12,Buried,24,34.82
,,,,,
Mixed,C,1,Buried,24,32
Mixed,C,4,Buried,24,35.04
Mixed,C,6,Buried,24,18.8
Mixed,C,9,Buried,24,41.22
Mixed,C,12,Buried,24,32.77
,,,,,
,,,,,
Mixed,A,8,Buried,36,30.57
Mixed,A,10,Buried,36,21.26
,,,,,
,,,,,
Mixed,A,7,Buried,48,24.97
Mixed,A,12,Buried,48,19.79
,,,,,
Mixed,A,1,Surface,6,84.31
Mixed,A,2,Surface,6,83.27
Mixed,A,3,Surface,6,80.15
Mixed,A,4,Surface,6,82.93
Mixed,A,5,Surface,6,85.88
Mixed,A,6,Surface,6,85.42
Mixed,A,7,Surface,6,80.99
Mixed,A,8,Surface,6,84.71
Mixed,A,9,Surface,6,78.99
Mixed,A,10,Surface,6,83.12
Mixed,A,10,Surface,6,84.08
Mixed,A,11,Surface,6,80.53
,,,,,
Mixed,B,1,Surface,6,81.93
Mixed,B,2,Surface,6,78.3
Mixed,B,3,Surface,6,89.67
Mixed,B,4,Surface,6,80.75
Mixed,B,5,Surface,6,81.7
Mixed,B,6,Surface,6,83.53
Mixed,B,7,Surface,6,86.69
Mixed,B,8,Surface,6,81.32
Mixed,B,10,Surface,6,82.35
Mixed,B,11,Surface,6,76.89
Mixed,B,11,Surface,6,80.51
Mixed,B,12,Surface,6,85.58
,,,,,
Mixed,C,2,Surface,6,78.52
Mixed,C,3,Surface,6,81.5
Mixed,C,4,Surface,6,79.91
Mixed,C,4,Surface,6,85.69
Mixed,C,6,Surface,6,85.02
Mixed,C,8,Surface,6,86.43
Mixed,C,9,Surface,6,83.07
Mixed,C,10,Surface,6,78.93
Mixed,C,11,Surface,6,81.71
Mixed,C,12,Surface,6,82.97
,,,,,
,,,,,
Mixed,A,1,Surface,12,71.94
Mixed,A,1,Surface,12,73.08
Mixed,A,2,Surface,12,77.9
Mixed,A,3,Surface,12,74.52
Mixed,A,4,Surface,12,68.48
Mixed,A,6,Surface,12,73.86
Mixed,A,7,Surface,12,77.39
Mixed,A,8,Surface,12,73.64
Mixed,A,11,Surface,12,73.53
Mixed,A,12,Surface,12,70.58
Mixed,A,12,Surface,12,71.09
,,,,,
Mixed,B,1,Surface,12,71.18
Mixed,B,4,Surface,12,71.01
Mixed,B,5,Surface,12,76.87
Mixed,B,6,Surface,12,75.07
Mixed,B,7,Surface,12,70.76
Mixed,B,8,Surface,12,75.25
Mixed,B,9,Surface,12,73.82
Mixed,B,10,Surface,12,75.67
Mixed,B,11,Surface,12,76.69
Mixed,B,12,Surface,12,73.83
,,,,,
Mixed,C,1,Surface,12,82.39
Mixed,C,2,Surface,12,70.62
Mixed,C,2,Surface,12,70.71
Mixed,C,3,Surface,12,70.51
Mixed,C,3,Surface,12,72.96
Mixed,C,5,Surface,12,74.67
Mixed,C,5,Surface,12,75.87
Mixed,C,6,Surface,12,70.71
Mixed,C,7,Surface,12,70.4
Mixed,C,8,Surface,12,78.01
Mixed,C,9,Surface,12,75.02
Mixed,C,10,Surface,12,73.23
Mixed,C,11,Surface,12,80.47
Mixed,C,12,Surface,12,76.51
,,,,,
,,,,,
Mixed,A,3,Surface,18,64.98
Mixed,A,4,Surface,18,68.33
Mixed,A,5,Surface,18,51.81
Mixed,A,6,Surface,18,60.22
Mixed,A,7,Surface,18,60.73
Mixed,A,8,Surface,18,66.14
Mixed,A,9,Surface,18,68.88
Mixed,A,10,Surface,18,69.18
Mixed,A,11,Surface,18,57.79
,,,,,
Mixed,B,1,Surface,18,56.72
Mixed,B,2,Surface,18,54.29
Mixed,B,3,Surface,18,56.68
Mixed,B,4,Surface,18,60.33
Mixed,B,5,Surface,18,60.7
Mixed,B,6,Surface,18,61.47
Mixed,B,7,Surface,18,52.17
Mixed,B,8,Surface,18,58.7
Mixed,B,9,Surface,18,52.27
Mixed,B,10,Surface,18,58.48
Mixed,B,11,Surface,18,62.57
Mixed,B,12,Surface,18,60.82
,,,,,
Mixed,C,1,Surface,18,74.12
Mixed,C,2,Surface,18,61.36
Mixed,C,3,Surface,18,57.89
Mixed,C,4,Surface,18,63.36
Mixed,C,6,Surface,18,65.29
Mixed,C,7,Surface,18,74.66
Mixed,C,8,Surface,18,56.14
Mixed,C,9,Surface,18,62.1
Mixed,C,10,Surface,18,64.48
Mixed,C,11,Surface,18,52.49
Mixed,C,12,Surface,18,58.88
,,,,,
,,,,,
Mixed,A,1,Surface,24,59.8
Mixed,A,2,Surface,24,66.45
Mixed,A,3,Surface,24,59.16
Mixed,A,4,Surface,24,61.63
Mixed,A,5,Surface,24,53.98
Mixed,A,6,Surface,24,59.95
Mixed,A,7,Surface,24,54.24
Mixed,A,8,Surface,24,53.65
Mixed,A,9,Surface,24,62.06
Mixed,A,10,Surface,24,59.55
Mixed,A,11,Surface,24,52.2
Mixed,A,12,Surface,24,49.91
,,,,,
Mixed,B,1,Surface,24,58.82
Mixed,B,2,Surface,24,64.06
Mixed,B,3,Surface,24,65.05
Mixed,B,4,Surface,24,60.71
Mixed,B,5,Surface,24,61.01
Mixed,B,6,Surface,24,63.66
Mixed,B,7,Surface,24,50.25
Mixed,B,8,Surface,24,61.63
Mixed,B,9,Surface,24,58.76
Mixed,B,10,Surface,24,57.02
Mixed,B,12,Surface,24,54.82
,,,,,
Mixed,C,1,Surface,24,51.7
Mixed,C,2,Surface,24,52.28
Mixed,C,3,Surface,24,52.3
Mixed,C,4,Surface,24,51.45
Mixed,C,5,Surface,24,67.24
Mixed,C,6,Surface,24,54.37
Mixed,C,7,Surface,24,65.06
Mixed,C,8,Surface,24,60.83
Mixed,C,9,Surface,24,59.36
Mixed,C,11,Surface,24,56.65
Mixed,C,12,Surface,24,63.06
,,,,,
,,,,,
Mixed,A,1,Surface,36,51.62
Mixed,A,2,Surface,36,54.49
Mixed,A,3,Surface,36,48.83
Mixed,A,4,Surface,36,47.6
Mixed,A,5,Surface,36,54.26
Mixed,A,6,Surface,36,47.06
Mixed,A,7,Surface,36,40.43
Mixed,A,8,Surface,36,45.2
Mixed,A,9,Surface,36,43.11
Mixed,A,10,Surface,36,51.04
Mixed,A,11,Surface,36,53.01
,,,,,
Mixed,B,1,Surface,36,45.82
Mixed,B,2,Surface,36,49.7
Mixed,B,5,Surface,36,49.13
Mixed,B,6,Surface,36,47.34
Mixed,B,8,Surface,36,52.68
Mixed,B,9,Surface,36,47.36
Mixed,B,10,Surface,36,39.83
,,,,,
Mixed,C,1,Surface,36,53.9
Mixed,C,4,Surface,36,42.03
Mixed,C,5,Surface,36,59.62
Mixed,C,7,Surface,36,56.15
Mixed,C,8,Surface,36,47.07
Mixed,C,9,Surface,36,52.73
Mixed,C,10,Surface,36,38.28
Mixed,C,11,Surface,36,52.4
Mixed,C,12,Surface,36,58.61
,,,,,
,,,,,
Mixed,A,3,Surface,48,50.71
Mixed,A,4,Surface,48,37.05
Mixed,A,5,Surface,48,44.03
Mixed,A,7,Surface,48,39.63
Mixed,A,8,Surface,48,35.86
Mixed,A,9,Surface,48,45.31
Mixed,A,10,Surface,48,41.69
Mixed,A,11,Surface,48,48.79
Mixed,A,12,Surface,48,44.99
,,,,,
Mixed,B,1,Surface,48,40.66
Mixed,B,2,Surface,48,50.02
Mixed,B,3,Surface,48,45.47
Mixed,B,4,Surface,48,42.81
Mixed,B,6,Surface,48,47.54
Mixed,B,9,Surface,48,40.78
Mixed,B,9,Surface,48,41.36
Mixed,B,10,Surface,48,41.38
Mixed,B,12,Surface,48,47.63
,,,,,
Mixed,C,1,Surface,48,45.73
Mixed,C,10,Surface,48,31.71